stop_id,stop_name,stop_lat,stop_lon,zone_id,location_type,parent_station,platform_code
SUB_ENT07,SUB Arm B Lift,17.3839651,78.4834197,,2,SUB,
SUB_ENT08,SUB Arm B Combined Staircase & Escalator,17.3839651,78.4834197,,2,SUB,
SUB_ENT09,SUB Arm C Staircase,17.3846683,78.4840146,,2,SUB,
SUB_ENT10,SUB Arm C Escalator,17.3842552,78.483637,,2,SUB,
SUB_ENT11,SUB Arm C Lift,17.3842552,78.483637,,2,SUB,
SUB_ENT12,SUB Arm C Combined Staircase & Escalator,17.3842552,78.483637,,2,SUB,
SUB_ENT13,SUB Arm D Staircase,17.3842552,78.483637,,2,SUB,
SUB_ENT14,SUB Arm D Escalator,17.3842552,78.483637,,2,SUB,
SUB_ENT15,SUB Arm D Lift,17.3842552,78.483637,,2,SUB,
SUB_ENT16,SUB Arm D Combined Staircase & Escalator,17.3842552,78.483637,,2,SUB,
NAR_ENT01,NAR Arm A  Staircase,17.3950545,78.4903511,,2,NAR,
NAR_ENT02,NAR Arm A  Escalator,17.3950545,78.4903511,,2,NAR,
NAR_ENT03,NAR Arm A  Lift,17.3944221,78.4901166,,2,NAR,
NAR_ENT04,NAR Arm A  Combined Staircase & Escalator,17.3944221,78.4901166,,2,NAR,
NAR_ENT05,NAR Arm B Staircase,17.3934114,78.4897935,,2,NAR,
NAR_ENT06,NAR Arm B Escalator,17.3942493,78.4900651,,2,NAR,
NAR_ENT07,NAR Arm B Lift,17.3942493,78.4900651,,2,NAR,
NAR_ENT08,NAR Arm B Combined Staircase & Escalator,17.3942493,78.4900651,,2,NAR,
NAR_ENT09,NAR Arm C Staircase,17.3949029,78.4900206,,2,NAR,
NAR_ENT10,NAR Arm C Escalator,17.3941987,78.4897947,,2,NAR,
NAR_ENT11,NAR Arm C Lift,17.3941987,78.4897947,,2,NAR,
NAR_ENT12,NAR Arm C Combined Staircase & Escalator,17.3941987,78.4897947,,2,NAR,
NAR_ENT13,NAR Arm D Staircase,17.3941987,78.4897947,,2,NAR,
NAR_ENT14,NAR Arm D Escalator,17.3941987,78.4897947,,2,NAR,
NAR_ENT15,NAR Arm D Lift,17.3941987,78.4897947,,2,NAR,
NAR_ENT16,NAR Arm D Combined Staircase & Escalator,17.3941987,78.4897947,,2,NAR,
CDP_ENT01,CDP Arm A  Staircase,17.4014796,78.4951103,,2,CDP,
CDP_ENT02,CDP Arm A  Escalator,17.4014796,78.4951103,,2,CDP,
CDP_ENT03,CDP Arm A  Lift,17.4010082,78.495097,,2,CDP,
CDP_ENT04,CDP Arm A  Combined Staircase & Escalator,17.4010082,78.495097,,2,CDP,
CDP_ENT05,CDP Arm B Staircase,17.4000034,78.4949714,,2,CDP,
CDP_ENT06,CDP Arm B Escalator,17.4006315,78.4950495,,2,CDP,
CDP_ENT07,CDP Arm B Lift,17.4006315,78.4950495,,2,CDP,
CDP_ENT08,CDP Arm B Combined Staircase & Escalator,17.4006315,78.4950495,,2,CDP,
CDP_ENT09,CDP Arm C Staircase,17.4007852,78.4948296,,2,CDP,
CDP_ENT10,CDP Arm C Escalator,17.4013285,78.4948784,,2,CDP,
CDP_ENT11,CDP Arm C Lift,17.4013285,78.4948784,,2,CDP,
CDP_ENT12,CDP Arm C Combined Staircase & Escalator,17.4013285,78.4948784,,2,CDP,
CDP_ENT13,CDP Arm D Staircase,17.4013285,78.4948784,,2,CDP,
CDP_ENT14,CDP Arm D Escalator,17.4013285,78.4948784,,2,CDP,
CDP_ENT15,CDP Arm D Lift,17.4013285,78.4948784,,2,CDP,
CDP_ENT16,CDP Arm D Combined Staircase & Escalator,17.4013285,78.4948784,,2,CDP,
RTC_ENT01,RTC Arm A  Staircase,17.40799,78.4974064,,2,RTC,
RTC_ENT02,RTC Arm A  Escalator,17.4076282,78.4972212,,2,RTC,
RTC_ENT03,RTC Arm A  Lift,17.4076282,78.4972212,,2,RTC,
RTC_ENT04,RTC Arm A  Combined Staircase & Escalator,17.4076282,78.4972212,,2,RTC,
RTC_ENT05,RTC Arm B Staircase,17.4069553,78.4969376,,2,RTC,
RTC_ENT06,RTC Arm B Escalator,17.4069553,78.4969376,,2,RTC,
RTC_ENT07,RTC Arm B Lift,17.4070398,78.4969232,,2,RTC,
RTC_ENT08,RTC Arm B Combined Staircase & Escalator,17.4070398,78.4969232,,2,RTC,
RTC_ENT09,RTC Arm C Staircase,17.4083486,78.4971955,,2,RTC,
RTC_ENT10,RTC Arm C Escalator,17.4077637,78.4970213,,2,RTC,
RTC_ENT11,RTC Arm C Lift,17.4077637,78.4970213,,2,RTC,
RTC_ENT12,RTC Arm C Combined Staircase & Escalator,17.4077637,78.4970213,,2,RTC,
RTC_ENT13,RTC Arm D Staircase,17.4077637,78.4970213,,2,RTC,
RTC_ENT14,RTC Arm D Escalator,17.4077637,78.4970213,,2,RTC,
RTC_ENT15,RTC Arm D Lift,17.4077637,78.4970213,,2,RTC,
RTC_ENT16,RTC Arm D Combined Staircase & Escalator,17.4077637,78.4970213,,2,RTC,
MSH_ENT01,MSH Arm A  Staircase,17.4183856,78.4997669,,2,MSH,
MSH_ENT02,MSH Arm A  Escalator,17.4180833,78.499635,,2,MSH,
MSH_ENT03,MSH Arm A  Lift,17.4185134,78.499809,,2,MSH,
MSH_ENT04,MSH Arm A  Combined Staircase & Escalator,17.4185134,78.499809,,2,MSH,
MSH_ENT05,MSH Arm B Staircase,17.4178824,78.4995734,,2,MSH,
MSH_ENT06,MSH Arm B Escalator,17.4178824,78.4995734,,2,MSH,
MSH_ENT07,MSH Arm B Lift,17.4178824,78.4995734,,2,MSH,
MSH_ENT08,MSH Arm B Combined Staircase & Escalator,17.4178824,78.4995734,,2,MSH,
MSH_ENT09,MSH Arm C Staircase,17.4185193,78.4995512,,2,MSH,
MSH_ENT10,MSH Arm C Escalator,17.4185193,78.4995512,,2,MSH,
MSH_ENT11,MSH Arm C Lift,17.4181845,78.4994214,,2,MSH,
MSH_ENT12,MSH Arm C Combined Staircase & Escalator,17.4181845,78.4994214,,2,MSH,
MSH_ENT13,MSH Arm D Staircase,17.4181845,78.4994214,,2,MSH,
MSH_ENT14,MSH Arm D Escalator,17.4181845,78.4994214,,2,MSH,
MSH_ENT15,MSH Arm D Lift,17.4181845,78.4994214,,2,MSH,
MSH_ENT16,MSH Arm D Combined Staircase & Escalator,17.4181845,78.4994214,,2,MSH,
GNH_ENT01,GNH Arm A  Staircase,17.4255433,78.5020595,,2,GNH,
GNH_ENT02,GNH Arm A  Escalator,17.4255433,78.5020595,,2,GNH,
GNH_ENT03,GNH Arm A  Lift,17.4255433,78.5020595,,2,GNH,
GNH_ENT04,GNH Arm A  Combined Staircase & Escalator,17.4255433,78.5020595,,2,GNH,
GNH_ENT05,GNH Arm B Staircase,17.4255433,78.5020595,,2,GNH,
GNH_ENT06,GNH Arm B Escalator,17.4255433,78.5020595,,2,GNH,
GNH_ENT07,GNH Arm B Lift,17.4251902,78.5020536,,2,GNH,
GNH_ENT08,GNH Arm B Combined Staircase & Escalator,17.4246643,78.5020523,,2,GNH,
GNH_ENT09,GNH Arm C Staircase,17.4252498,78.5017864,,2,GNH,
GNH_ENT10,GNH Arm C Escalator,17.4252498,78.5017864,,2,GNH,
GNH_ENT11,GNH Arm C Lift,17.4252498,78.5017864,,2,GNH,
GNH_ENT12,GNH Arm C Combined Staircase & Escalator,17.4252498,78.5017864,,2,GNH,
GNH_ENT13,GNH Arm D Staircase,17.4260577,78.5018137,,2,GNH,
GNH_ENT14,GNH Arm D Escalator,17.4260577,78.5018137,,2,GNH,
GNH_ENT15,GNH Arm D Lift,17.4257468,78.5018042,,2,GNH,
GNH_ENT16,GNH Arm D Combined Staircase & Escalator,17.4257468,78.5018042,,2,GNH,
SCR_ENT01,SCR Arm A  Lift,17.4340158,78.5000023,,2,SCR,
SCR_ENT02,SCR Arm A  Combined Staircase & Escalator,17.4336811,78.5000775,,2,SCR,
SCR_ENT03,SCR Arm B Staircase,17.4334206,78.49898,,2,SCR,
SCR_ENT04,SCR Arm B Escalator,17.4334206,78.49898,,2,SCR,
SCR_ENT05,SCR Arm B Lift,17.4334206,78.49898,,2,SCR,
SCR_ENT06,SCR Arm B Combined Staircase & Escalator,17.4334206,78.49898,,2,SCR,
SCR_ENT07,SCR Arm C Staircase,17.4334206,78.49898,,2,SCR,
SCR_ENT08,SCR Arm C Escalator,17.4332787,78.4985954,,2,SCR,
SCR_ENT09,SCR Arm C Lift,17.4332021,78.4984817,,2,SCR,
SCR_ENT10,SCR Arm C Combined Staircase & Escalator,17.4332021,78.4984817,,2,SCR,
SCR_ENT11,SCR Arm D Staircase,17.4343409,78.5000742,,2,SCR,
SCR_ENT12,SCR Arm D Escalator,17.4343409,78.5000742,,2,SCR,
SCR_ENT13,SCR Arm D Lift,17.4343409,78.5000742,,2,SCR,
SCR_ENT14,SCR Arm D Combined Staircase & Escalator,17.4343409,78.5000742,,2,SCR,
JBS_ENT01,JBS Arm A  Staircase,17.4452408,78.4970158,,2,JBS,
JBS_ENT02,JBS Arm A  Escalator,17.4452408,78.4970158,,2,JBS,
JBS_ENT03,JBS Arm A  Lift,17.4452408,78.4970158,,2,JBS,
JBS_ENT04,JBS Arm A  Combined Staircase & Escalator,17.4452408,78.4970158,,2,JBS,
JBS_ENT05,JBS Arm B Staircase,17.4441907,78.4983831,,2,JBS,
JBS_ENT06,JBS Arm B Escalator,17.4441907,78.4983831,,2,JBS,
JBS_ENT07,JBS Arm B Lift,17.4441907,78.4983831,,2,JBS,
JBS_ENT08,JBS Arm B Combined Staircase & Escalator,17.4441907,78.4983831,,2,JBS,
JBS_ENT09,JBS Arm C Staircase,17.4441907,78.4983831,,2,JBS,
JBS_ENT10,JBS Arm C Escalator,17.4441907,78.4983831,,2,JBS,
JBS_ENT11,JBS Arm C Lift,17.4443712,78.4975214,,2,JBS,
JBS_ENT12,JBS Arm C Combined Staircase & Escalator,17.4443031,78.4975515,,2,JBS,
JBS_ENT13,JBS Arm D Staircase,17.444976,78.4969583,,2,JBS,
JBS_ENT14,JBS Arm D Escalator,17.444976,78.4969583,,2,JBS,
JBS_ENT15,JBS Arm D Lift,17.444976,78.4969583,,2,JBS,
JBS_ENT16,JBS Arm D Combined Staircase & Escalator,17.444976,78.4969583,,2,JBS,
NAG_ENT01,NAG Arm A  Staircase,17.3913978,78.5589785,,2,NAG,
NAG_ENT02,NAG Arm A  Escalator,17.3908889,78.5589879,,2,NAG,
NAG_ENT03,NAG Arm B Staircase,17.3902699,78.5589498,,2,NAG,
NAG_ENT04,NAG Arm B Lift,17.3905454,78.5590055,,2,NAG,
NAG_ENT05,NAG Arm C Combined Staircase,17.3902177,78.5586275,,2,NAG,
NAG_ENT06,NAG Arm C Lift,17.3905076,78.5586404,,2,NAG,
NAG_ENT07,NAG Arm D Combined Staircase,17.3909247,78.5586387,,2,NAG,
UPL_ENT01,UPL Arm A  Staircase,17.4005831,78.5604973,,2,UPL,
UPL_ENT02,UPL Arm A  Escalator,17.3998555,78.5604606,,2,UPL,
UPL_ENT03,UPL Arm B Staircase,17.3993743,78.5604319,,2,UPL,
UPL_ENT04,UPL Arm B Lift,17.3996562,78.5604287,,2,UPL,
UPL_ENT05,UPL Arm C Combined Staircase,17.4000126,78.5600436,,2,UPL,
UPL_ENT06,UPL Arm D Lift,17.4003255,78.5600302,,2,UPL,
UPL_ENT07,UPL Arm D Combined Staircase,17.4006344,78.5600776,,2,UPL,
STD_ENT01,STD Arm A  Staircase,17.4082843,78.5537601,,2,STD,
STD_ENT02,STD Arm A  Lift,17.4080736,78.5538923,,2,STD,
STD_ENT03,STD Arm B Staircase,17.4079988,78.5540102,,2,STD,
STD_ENT04,STD Arm B Escalator,17.4075067,78.5544375,,2,STD,
STD_ENT05,STD Arm C  Staircase,17.4068615,78.5545718,,2,STD,
STD_ENT06,STD Arm C Escalator,17.407251,78.5542105,,2,STD,
STD_ENT07,STD Arm D Lift,17.407575,78.5539137,,2,STD,
STD_ENT08,STD Arm D  Staircase,17.4077754,78.5537449,,2,STD,
NGR_ENT01,NGRI Arm A  Staircase,17.4153603,78.5459974,,2,NGR,
NGR_ENT02,NGRI Arm A  Escalator,17.4149871,78.5464067,,2,NGR,
NGR_ENT03,NGRI Arm B Staircase,17.414536,78.54693,,2,NGR,
NGR_ENT04,NGRI Arm B Lift,17.4147279,78.546678,,2,NGR,
NGR_ENT05,NGRI Arm C  Staircase,17.4143187,78.5466979,,2,NGR,
NGR_ENT06,NGRI Arm C Escalator,17.4146264,78.5463119,,2,NGR,
NGR_ENT07,NGRI Arm D Lift,17.4149439,78.5459595,,2,NGR,
NGR_ENT08,NGRI Arm D  Staircase,17.4150979,78.5458182,,2,NGR,
HSG_ENT01,HSG Arm A  Staircase,17.4207321,78.5403256,,2,HSG,
HSG_ENT02,HSG Arm A  Lift,17.4205143,78.5404547,,2,HSG,
HSG_ENT03,HSG Arm B Staircase,17.4197467,78.5410646,,2,HSG,
HSG_ENT04,HSG Arm B Escalator,17.420238,78.5406883,,2,HSG,
HSG_ENT05,HSG Arm C Staircase,17.419597,78.5408241,,2,HSG,
HSG_ENT06,HSG Arm C Escalator,17.4200478,78.5404418,,2,HSG,
HSG_ENT07,HSG Arm D Staircase,17.4209033,78.5398699,,2,HSG,
HSG_ENT08,HSG Arm D Lift,17.4207006,78.5399918,,2,HSG,
TAR_ENT01,TAR Arm A  Staircase,17.4286838,78.5284433,,2,TAR,
TAR_ENT02,TAR Arm A  Escalator,17.4284712,78.5285676,,2,TAR,
TAR_ENT03,TAR Arm B Staircase,17.4284101,78.5286995,,2,TAR,
TAR_ENT04,TAR Arm B Lift,17.4282853,78.5289055,,2,TAR,
TAR_ENT05,TAR Arm C Staircase,17.4279104,78.5290977,,2,TAR,
TAR_ENT06,TAR Arm C Escalator,17.4281165,78.5286156,,2,TAR,
TAR_ENT07,TAR Arm D Staircase,17.4284427,78.5279169,,2,TAR,
TAR_ENT08,TAR Arm D Lift,17.4283152,78.5281465,,2,TAR,
MET_ENT01,MET Arm A  Staircase,17.4356612,78.5197013,,2,MET,
MET_ENT02,MET Arm A  Lift,17.4358383,78.5194284,,2,MET,
MET_ENT03,MET Arm B Staircase,17.4356216,78.5197504,,2,MET,
MET_ENT04,MET Arm B Escalator,17.4352295,78.5201922,,2,MET,
MET_ENT05,MET Arm C Staircase,17.4350389,78.5199888,,2,MET,
MET_ENT06,MET Arm C Lift,17.4352053,78.5197869,,2,MET,
MET_ENT07,MET Arm D Staircase,17.4359196,78.5189998,,2,MET,
MET_ENT08,MET Arm D Escalator,17.4354933,78.5194774,,2,MET,
AME_ENT01,AME Arm A  Lift,17.435176,78.444722,,2,AME,
AME_ENT02,AME Arm A  Combined Staircase & Escalator,17.4349165,78.4448447,,2,AME,
AME_ENT03,AME Arm B Staircase,17.4349165,78.4448447,,2,AME,
AME_ENT04,AME Arm B Escalator,17.4349165,78.4448447,,2,AME,
AME_ENT05,AME Arm B Lift,17.4357655,78.4443205,,2,AME,
AME_ENT06,AME Arm B Combined Staircase & Escalator,17.4360642,78.4441655,,2,AME,
AME_ENT07,AME Arm C Staircase,17.4360642,78.4441655,,2,AME,
AME_ENT08,AME Arm C Escalator,17.4360642,78.4441655,,2,AME,
AME_ENT09,AME Arm C Lift,17.4360383,78.4446453,,2,AME,
AME_ENT10,AME Arm C Combined Staircase & Escalator,17.4362852,78.4445013,,2,AME,
AME_ENT11,AME Arm D Staircase,17.4362852,78.4445013,,2,AME,
AME_ENT12,AME Arm D Escalator,17.4362852,78.4445013,,2,AME,
AME_ENT13,AME Arm D Lift,17.4354321,78.4450301,,2,AME,
AME_ENT14,AME Arm D Combined Staircase & Escalator,17.4356718,78.4448843,,2,AME,
BEG_ENT01,BEG Arm A  Lift,17.4368001,78.4566583,,2,BEG,
BEG_ENT02,BEG Arm A  Combined Staircase & Escalator,17.4372788,78.4569484,,2,BEG,
BEG_ENT03,BEG Arm B Staircase,17.4372788,78.4569484,,2,BEG,
BEG_ENT04,BEG Arm B Escalator,17.4372788,78.4569484,,2,BEG,
BEG_ENT05,BEG Arm B Lift,17.4382194,78.4571974,,2,BEG,
BEG_ENT06,BEG Arm B Combined Staircase & Escalator,17.4376588,78.4571181,,2,BEG,
BEG_ENT07,BEG Arm C Staircase,17.4376588,78.4571181,,2,BEG,
BEG_ENT08,BEG Arm C Escalator,17.4376588,78.4571181,,2,BEG,
BEG_ENT09,BEG Arm C Lift,17.4376588,78.4571181,,2,BEG,
BEG_ENT10,BEG Arm C Combined Staircase & Escalator,17.4376588,78.4571181,,2,BEG,
BEG_ENT11,BEG Arm D Staircase,17.4376588,78.4571181,,2,BEG,
BEG_ENT12,BEG Arm D Escalator,17.4376588,78.4571181,,2,BEG,
BEG_ENT13,BEG Arm D Lift,17.4376588,78.4571181,,2,BEG,
BEG_ENT14,BEG Arm D Combined Staircase & Escalator,17.4376588,78.4571181,,2,BEG,
PRN_ENT01,PRN Arm A  Staircase,17.4451694,78.4651442,,2,PRN,
PRN_ENT02,PRN Arm A  Escalator,17.4450513,78.4658321,,2,PRN,
PRN_ENT03,PRN Arm A  Lift,17.4450513,78.4658321,,2,PRN,
PRN_ENT04,PRN Arm A  Combined Staircase & Escalator,17.4450513,78.4658321,,2,PRN,
PRN_ENT05,PRN Arm B Staircase,17.4448915,78.4668962,,2,PRN,
PRN_ENT06,PRN Arm B Escalator,17.4448915,78.4668962,,2,PRN,
PRN_ENT07,PRN Arm B Lift,17.444941,78.4666325,,2,PRN,
PRN_ENT08,PRN Arm B Combined Staircase & Escalator,17.444941,78.4666325,,2,PRN,
PRN_ENT09,PRN Arm C Staircase,17.444725,78.4661214,,2,PRN,
PRN_ENT10,PRN Arm C Escalator,17.444725,78.4661214,,2,PRN,
PRN_ENT11,PRN Arm C Lift,17.4446631,78.4665596,,2,PRN,
PRN_ENT12,PRN Arm C Combined Staircase & Escalator,17.4446631,78.4665596,,2,PRN,
PRN_ENT13,PRN Arm D Staircase,17.4447849,78.4657636,,2,PRN,
PRN_ENT14,PRN Arm D Escalator,17.4448661,78.4650817,,2,PRN,
PRN_ENT15,PRN Arm D Lift,17.4448661,78.4650817,,2,PRN,
PRN_ENT16,PRN Arm D Combined Staircase & Escalator,17.4448661,78.4650817,,2,PRN,
ROP_ENT01,ROP Arm A  Staircase,17.4438175,78.4758286,,2,ROP,
ROP_ENT02,ROP Arm A  Escalator,17.4437827,78.4764144,,2,ROP,
ROP_ENT03,ROP Arm A  Lift,17.4437827,78.4764144,,2,ROP,
ROP_ENT04,ROP Arm A  Combined Staircase & Escalator,17.4437827,78.4764144,,2,ROP,
ROP_ENT05,ROP Arm B Staircase,17.4437349,78.4771017,,2,ROP,
ROP_ENT06,ROP Arm B Escalator,17.4437349,78.4771017,,2,ROP,
ROP_ENT07,ROP Arm B Lift,17.4437539,78.4767584,,2,ROP,
ROP_ENT08,ROP Arm B Combined Staircase & Escalator,17.4437539,78.4767584,,2,ROP,
ROP_ENT09,ROP Arm C Staircase,17.4434601,78.4770801,,2,ROP,
ROP_ENT10,ROP Arm C Escalator,17.4434601,78.4770801,,2,ROP,
ROP_ENT11,ROP Arm C Lift,17.4434829,78.4767914,,2,ROP,
ROP_ENT12,ROP Arm C Combined Staircase & Escalator,17.4434829,78.4767914,,2,ROP,
ROP_ENT13,ROP Arm D Staircase,17.4435356,78.4758057,,2,ROP,
ROP_ENT14,ROP Arm D Escalator,17.4435061,78.4763915,,2,ROP,
ROP_ENT15,ROP Arm D Lift,17.4435061,78.4763915,,2,ROP,
ROP_ENT16,ROP Arm D Combined Staircase & Escalator,17.4435061,78.4763915,,2,ROP,
PAR_ENT01,PAR Arm A  Staircase,17.4435531,78.485517,,2,PAR,
PAR_ENT02,PAR Arm A  Escalator,17.4435597,78.4848714,,2,PAR,
PAR_ENT03,PAR Arm A  Lift,17.4435597,78.4848714,,2,PAR,
PAR_ENT04,PAR Arm A  Combined Staircase & Escalator,17.4435597,78.4848714,,2,PAR,
PAR_ENT05,PAR Arm B Staircase,17.4435649,78.4868641,,2,PAR,
PAR_ENT06,PAR Arm B Escalator,17.4435649,78.4868641,,2,PAR,
PAR_ENT07,PAR Arm B Lift,17.4435287,78.487041,,2,PAR,
PAR_ENT08,PAR Arm B Combined Staircase & Escalator,17.4435287,78.487041,,2,PAR,
PAR_ENT09,PAR Arm C Staircase,17.4435287,78.487041,,2,PAR,
PAR_ENT10,PAR Arm C Escalator,17.4435287,78.487041,,2,PAR,
PAR_ENT11,PAR Arm C Lift,17.443063,78.4852993,,2,PAR,
PAR_ENT12,PAR Arm C Combined Staircase & Escalator,17.4427577,78.4853914,,2,PAR,
PAR_ENT13,PAR Arm D Staircase,17.4427577,78.4853914,,2,PAR,
PAR_ENT14,PAR Arm D Escalator,17.4427577,78.4853914,,2,PAR,
PAR_ENT15,PAR Arm D Lift,17.4427577,78.4853914,,2,PAR,
PAR_ENT16,PAR Arm D Combined Staircase & Escalator,17.4427577,78.4853914,,2,PAR,
PRG_ENT01,PRG Arm A  Staircase,17.4431815,78.496832,,2,PRG,
PRG_ENT02,PRG Arm A  Escalator Down & Stiarcase,17.4431815,78.496832,,2,PRG,
PRG_ENT03,PRG Arm A  Lift,17.4431815,78.496832,,2,PRG,
PRG_ENT04,PRG Arm A  Combined Staircase & Escalator,17.4431815,78.496832,,2,PRG,
PRG_ENT05,PRG Arm B Staircase,17.4431815,78.496832,,2,PRG,
PRG_ENT06,PRG Arm B Escalator,17.4431815,78.496832,,2,PRG,
PRG_ENT07,PRG Arm B Lift,17.4431815,78.496832,,2,PRG,
PRG_ENT08,PRG Arm B Combined Staircase & Escalator Up,17.4434277,78.4988979,,2,PRG,
PRG_ENT09,PRG Arm B Lift ,17.4432478,78.4988255,,2,PRG,
PRG_ENT10,PRG Arm B Combined Staircase & Escalator Down,17.4433069,78.4987593,,2,PRG,
PRG_ENT11,PRG Arm C Staircase,17.4433201,78.4973139,,2,PRG,
PRG_ENT12,PRG Arm C Escalator,17.4433201,78.4973139,,2,PRG,
PRG_ENT13,PRG Arm C Lift,17.4433201,78.4973139,,2,PRG,
PRG_ENT14,PRG Arm C Combined Staircase & Escalator,17.4433201,78.4973139,,2,PRG,
PRG_ENT15,PRG Arm D Staircase,17.4433201,78.4973139,,2,PRG,
PRG_ENT16,PRG Arm D Escalator,17.4433201,78.4973139,,2,PRG,
PRG_ENT17,PRG Arm D Lift,17.4433201,78.4973139,,2,PRG,
PRG_ENT18,PRG Arm D Combined Staircase & Escalator,17.4433201,78.4973139,,2,PRG,
SEC_E_ENT01,SEC East Arm A  Staircase,17.4366659,78.5053297,,2,SEC_E,
SEC_E_ENT02,SEC East Arm A  Escalator,17.4366659,78.5053297,,2,SEC_E,
SEC_E_ENT03,SEC East Arm A  Lift,17.4364272,78.5054017,,2,SEC_E,
SEC_E_ENT04,SEC East Arm A  Combined Staircase & Escalator,17.4364272,78.5054017,,2,SEC_E,
SEC_E_ENT05,SEC East Arm B Staircase,17.4352941,78.5057182,,2,SEC_E,
SEC_E_ENT06,SEC East Arm B Escalator,17.4357929,78.5055628,,2,SEC_E,
SEC_E_ENT07,SEC East Arm B Lift,17.4357929,78.5055628,,2,SEC_E,
SEC_E_ENT08,SEC East Arm B Combined Staircase & Escalator,17.4357929,78.5055628,,2,SEC_E,
SEC_E_ENT09,SEC East Arm C Staircase,17.434704,78.5052501,,2,SEC_E,
SEC_E_ENT10,SEC East Arm C Escalator,17.434704,78.5052501,,2,SEC_E,
SEC_E_ENT11,SEC East Arm C Lift,17.4346629,78.5052795,,2,SEC_E,
SEC_E_ENT12,SEC East Arm C Combined Staircase & Escalator,17.4346629,78.5052795,,2,SEC_E,
SEC_E_ENT13,SEC East Arm D Staircase,17.4357839,78.5053195,,2,SEC_E,
SEC_E_ENT14,SEC East Arm D Escalator,17.4357839,78.5053195,,2,SEC_E,
SEC_E_ENT15,SEC East Arm D Lift,17.4360501,78.5052501,,2,SEC_E,
SEC_E_ENT16,SEC East Arm D Combined Staircase & Escalator,17.4360501,78.5052501,,2,SEC_E,
MUN_ENT01,MUN Arm A Lift,17.4364384,78.4385434,,2,MUN,
MUN_ENT02,MUN Arm A Combined Staircase & Escalator,17.4363082,78.4381931,,2,MUN,
MUN_ENT03,MUN Arm B Lift,17.4373743,78.4395884,,2,MUN,
MUN_ENT04,MUN Arm B Combined Staircase & Escalator,17.4374851,78.4399314,,2,MUN,
MUN_ENT05,MUN Arm C Staircase,17.4364067,78.4388264,,2,MUN,
YUG_ENT01,YUG Arm A  Staircase,17.4346109,78.4270582,,2,YUG,
YUG_ENT02,YUG Arm A  Escalator,17.4351539,78.4272787,,2,YUG,
YUG_ENT03,YUG Arm B Staircase,17.4356703,78.427493,,2,YUG,
YUG_ENT04,YUG Arm B Lift,17.4352363,78.4273033,,2,YUG,
YUG_ENT05,YUG Arm C Staircase,17.4355928,78.427723,,2,YUG,
YUG_ENT06,YUG Arm C Escalator,17.4351068,78.4275216,,2,YUG,
YUG_ENT07,YUG Arm D Staircase,17.434549,78.4272971,,2,YUG,
YUG_ENT08,YUG Arm D Lift,17.4349888,78.42747,,2,YUG,
JR5_ENT01,JR5 Arm A  Staircase,17.4303835,78.4225475,,2,JR5,
JR5_ENT02,JR5 Arm A  Escalator,17.4301375,78.4233002,,2,JR5,
JR5_ENT03,JR5 Arm B Staircase,17.4299872,78.4237727,,2,JR5,
JR5_ENT04,JR5 Arm B Lift,17.4300981,78.4234234,,2,JR5,
JR5_ENT05,JR5 Arm C Staircase,17.4297583,78.4236863,,2,JR5,
JR5_ENT06,JR5 Arm C Escalator,17.4299699,78.4230427,,2,JR5,
JR5_ENT07,JR5 Arm D Staircase,17.430249,78.4221877,,2,JR5,
JR5_ENT08,JR5 Arm D Lift,17.4300579,78.4227935,,2,JR5,
JCP_ENT01,JCP Arm A  Staircase,17.4294362,78.412721,,2,JCP,
JCP_ENT02,JCP Arm A  Lift,17.4289793,78.4131761,,2,JCP,
JCP_ENT03,JCP Arm B Staircase,17.4284726,78.4136953,,2,JCP,
JCP_ENT04,JCP Arm B Escalator,17.4275569,78.4146083,,2,JCP,
JCP_ENT05,JCP Arm C Staircase,17.428363,78.4134398,,2,JCP,
JCP_ENT06,JCP Arm C Lift,17.4275711,78.4142357,,2,JCP,
JCP_ENT07,JCP Arm D Combined Staircase & Escalator,17.4290534,78.4127632,,2,JCP,
PED_ENT01,PED Arm A  Staircase,17.4310092,78.4081012,,2,PED,
PED_ENT02,PED Arm A  Escalator,17.4306951,78.4086015,,2,PED,
PED_ENT03,PED Arm B Staircase,17.4303225,78.4091989,,2,PED,
PED_ENT04,PED Arm B Lift,17.4306105,78.408753,,2,PED,
PED_ENT05,PED Arm C Staircase,17.4301677,78.4089879,,2,PED,
PED_ENT06,PED Arm C Escalator,17.4304717,78.4085136,,2,PED,
PED_ENT07,PED Arm D Staircase,17.430813,78.4079302,,2,PED,
PED_ENT08,PED Arm D Lift,17.4306262,78.4082505,,2,PED,
MAD_ENT01,MAD Arm A  Staircase,17.437519,78.4005269,,2,MAD,
MAD_ENT02,MAD Arm A  Escalator,17.4379977,78.4002182,,2,MAD,
MAD_ENT03,MAD Arm B Staircase,17.4369545,78.4008653,,2,MAD,
MAD_ENT04,MAD Arm B Lift,17.4372206,78.4007063,,2,MAD,
MAD_ENT05,MAD Arm C Staircase,17.4367691,78.4006475,,2,MAD,
MAD_ENT06,MAD Arm C Lift,17.4371462,78.4004196,,2,MAD,
MAD_ENT07,MAD Arm D Staircase,17.4378381,78.399996,,2,MAD,
MAD_ENT08,MAD Arm D Escalator,17.4372918,78.400324,,2,MAD,
DGC_ENT01,DGC Arm B Staircase,17.4422929,78.3880486,,2,DGC,
